Artist,Listeners,Daily Trend,Peak,PkListeners
The Weeknd,"108,201,233","-95,877",1,"117,203,987"
Taylor Swift,"105,246,229","-258,843",1,"116,229,071"
Post Malone,"92,779,293","-47,789",3,"98,466,468"
Billie Eilish,"91,384,221","879,788",4,"91,384,221"
Rihanna,"84,886,161","-3,679",2,"87,326,767"
Ariana Grande,"84,092,230","-39,944",3,"99,648,377"
Drake,"82,189,951","-406,919",3,"86,591,246"
Kendrick Lamar,"78,645,663","-150,945",8,"78,851,748"
Dua Lipa,"76,944,898","-163,361",3,"78,673,675"
Coldplay,"75,643,774","152,377",7,"78,540,616"
Justin Bieber,"75,624,649","11,130",3,"95,396,733"
David Guetta,"75,010,577","65,581",4,"75,163,500"
SZA,"74,084,227","-144,012",9,"74,637,927"
Bruno Mars,"72,511,927","163,447",7,"77,060,514"
Eminem,"71,314,220","1,069,766",10,"73,655,054"
Calvin Harris,"70,510,506","31,139",13,"70,510,506"
Kanye West,"68,779,974","-62,898",6,"78,581,428"
Travis Scott,"68,460,964","-59,329",6,"75,422,869"
Bad Bunny,"67,476,210","-72,878",3,"84,533,787"
Ed Sheeran,"67,465,722","-15,481",2,"87,934,910"
Shakira,"64,598,977","-64,406",3,"82,268,835"
Marshmello,"63,282,114","-67,433",11,"68,947,085"
Sabrina Carpenter,"63,263,784","220,219",23,"63,263,784"
Beyoncé,"62,662,847","-27,685",6,"78,122,541"
Harry Styles,"62,559,140","44,243",13,"66,411,599"
Imagine Dragons,"62,367,351","21,899",18,"62,367,351"
Future,"62,294,975","-193,318",22,"65,628,348"
Maroon 5,"62,188,595","-59,813",21,"63,296,331"
Metro Boomin,"61,772,552","-212,505",17,"64,728,517"
Miley Cyrus,"61,679,513","-32,489",2,"84,140,935"
Sia,"59,487,809","-178,367",8,"82,360,014"
OneRepublic,"58,736,906","83,878",32,"58,736,906"
Benson Boone,"56,886,081","-187,844",31,"60,310,612"
Hozier,"56,619,596","-7,039",32,"57,616,097"
J Balvin,"56,493,581","-135,908",29,"57,097,146"
21 Savage,"56,157,823","-64,052",17,"66,771,445"
Doja Cat,"56,057,969","-120,258",5,"76,357,864"
Katy Perry,"55,790,595","20,259",23,"61,909,408"
Lady Gaga,"55,561,114","35,254",22,"58,706,183"
Lana Del Rey,"55,180,878","15,579",25,"59,030,439"
Olivia Rodrigo,"54,700,124","-58,232",18,"64,128,148"
Khalid,"53,576,152","-21,473",28,"54,186,217"
Rauw Alejandro,"52,812,079","45,835",34,"52,812,079"
Queen,"52,730,802","-36,704",30,"59,814,703"
Daddy Yankee,"51,749,876","-37,186",22,"58,098,739"
Elton John,"51,384,846","-66,410",16,"68,098,396"
Tiësto,"50,740,743","-63,337",38,"53,621,311"
Adele,"50,515,140","104,639",31,"58,244,524"
The Chainsmokers,"50,391,860","-13,082",48,"50,463,996"
Tommy Richman,"50,013,121","528,209",50,"50,013,121"
Arctic Monkeys,"49,940,204","47,049",41,"51,868,167"
Pitbull,"49,864,347","46,210",51,"49,864,347"
Chris Brown,"49,769,893","-39,752",25,"54,390,450"
Sam Smith,"48,598,456","138,738",7,"73,972,799"
Peso Pluma,"48,471,201","-45,006",27,"59,429,724"
Playboi Carti,"48,401,055","-291,856",31,"59,047,563"
KAROL G,"48,100,958","-65,222",21,"59,143,777"
Nicki Minaj,"47,920,120","-18,128",18,"65,680,733"
Artemas,"47,311,001","-164,360",43,"53,546,898"
One Direction,"45,862,368","29,222",58,"45,862,368"
Tate McRae,"45,246,511","-143,080",26,"59,945,963"
Morgan Wallen,"44,922,250","466,820",62,"44,922,250"
Camila Cabello,"44,817,508","26,825",57,"45,675,005"
Cris Mj,"44,605,897","162,803",63,"44,605,897"
Halsey,"43,202,924","-6,542",48,"45,939,636"
Myke Towers,"43,097,417","-94,561",48,"47,235,005"
Feid,"43,096,502","9,932",53,"46,407,503"
Bebe Rexha,"42,623,894","99,318",37,"49,496,274"
Maluma,"42,351,246","114,729",56,"43,367,101"
Shawn Mendes,"42,292,458","-42,318",45,"46,917,936"
Michael Jackson,"42,080,980","20,121",56,"43,273,230"
The Neighbourhood,"41,911,921","50,043",72,"41,911,921"
J. Cole,"41,793,450","-90,147",45,"48,760,887"
Black Eyed Peas,"41,750,072","2,336",57,"42,607,865"
Gunna,"41,460,350","192,206",73,"41,460,350"
Linkin Park,"41,182,796","167,366",66,"43,675,170"
Charlie Puth,"41,110,009","197,238",58,"42,603,508"
Swae Lee,"40,787,351","-64,520",51,"47,431,521"
Ozuna,"40,525,561","-28,692",40,"51,532,028"
Selena Gomez,"40,362,854","-62,594",22,"58,879,269"
Ty Dolla $ign,"40,229,781","-130,342",40,"52,532,512"
XXXTENTACION,"40,188,802","13,324",67,"40,188,802"
Arijit Singh,"39,853,137","34,895",57,"41,307,811"
Justin Timberlake,"39,351,299","-82,184",57,"46,918,730"
Teddy Swims,"38,840,949","-47,949",76,"40,636,245"
Madonna,"38,756,927","-163,225",50,"48,192,778"
Ellie Goulding,"38,691,035","-27,577",51,"45,626,754"
Avicii,"38,567,816","61,955",69,"38,568,630"
AC/DC,"38,559,768","8,966",88,"38,559,768"
Ne-Yo,"38,555,952","67,910",89,"38,555,952"
USHER,"38,421,115","263,046",47,"51,216,038"
Ava Max,"38,280,426","-8,465",85,"38,288,891"
Britney Spears,"38,164,627",-830,59,"48,224,978"
James Arthur,"38,123,752","-34,950",69,"40,276,141"
A$AP Rocky,"37,874,752","-71,857",91,"38,053,171"
FloyyMenor,"37,449,658","107,369",94,"37,519,214"
Don Omar,"37,118,675","29,027",89,"37,223,029"
Red Hot Chili Peppers,"37,113,389","59,382",82,"37,113,389"
The Beatles,"36,995,240","-6,064",78,"37,027,160"
Manuel Turizo,"36,969,314","-25,736",66,"38,439,220"
Kygo,"36,556,559","-25,760",95,"36,933,368"
JENNIE,"36,507,289","-63,890",87,"36,926,087"
Pritam,"36,450,354","28,420",77,"37,937,119"
Bizarrap,"36,315,380","-15,508",28,"54,300,662"
Lil Wayne,"36,202,624","19,815",70,"39,983,298"
Jack Harlow,"36,170,148","-49,679",29,"59,210,566"
50 Cent,"36,095,217","164,133",91,"36,322,916"
Creedence Clearwater Revival,"36,090,781","68,231",98,"36,139,166"
P!nk,"35,808,744","16,961",68,"37,814,655"
Macklemore,"35,764,055","50,720",105,"35,764,055"
Shreya Ghoshal,"35,693,752","38,102",85,"35,693,752"
Djo,"35,605,022","-92,459",63,"44,239,817"
DJ Snake,"35,448,911","-56,199",95,"37,261,803"
Farruko,"35,321,466","4,972",64,"39,498,431"
JAY-Z,"34,819,620","24,290",66,"38,587,931"
Fleetwood Mac,"34,759,709","9,154",97,"34,759,709"
Anuel AA,"34,412,518","-66,205",83,"35,286,500"
Kesha,"34,409,127","16,354",105,"35,469,053"
"Tyler, The Creator","34,390,360","5,536",86,"34,491,803"
Diplo,"34,334,187","-47,613",95,"34,587,996"
Twenty One Pilots,"34,171,781","9,448",120,"34,171,781"
Frank Ocean,"34,145,716","42,993",110,"34,145,716"
A.R. Rahman,"34,067,848","-21,509",100,"34,485,642"
Sean Paul,"33,948,946","-74,157",66,"38,975,847"
Alok,"33,489,969","-45,761",123,"33,578,843"
ABBA,"33,457,958","-28,118",105,"34,251,740"
Noah Kahan,"33,127,556","-73,398",86,"37,900,933"
Shaboozey,"33,096,339","27,467",128,"33,096,339"
Lewis Capaldi,"32,812,371","-47,935",66,"37,776,153"
Flo Rida,"32,598,092","-16,866",112,"34,646,575"
Pharrell Williams,"32,534,380","-23,368",90,"37,520,208"
Wiz Khalifa,"32,494,420","156,075",103,"34,112,673"
Lil Baby,"32,477,943","664,854",100,"32,477,943"
Becky G,"32,341,827","-40,171",78,"36,514,621"
Kali Uchis,"32,309,347","-117,963",49,"48,511,206"
Lil Uzi Vert,"32,252,958","15,749",67,"39,580,515"
Anne-Marie,"32,072,087","-40,652",61,"41,501,481"
Nirvana,"31,864,211","-10,406",129,"31,967,534"
Cardi B,"31,707,449","28,002",84,"36,282,159"
RAYE,"31,626,911","-60,359",70,"36,484,906"
Ayra Starr,"31,406,881","119,824",141,"31,406,881"
Jason Derulo,"31,331,590","-25,688",77,"39,368,590"
Tyla,"31,223,494","-116,305",112,"34,775,358"
The Kid LAROI,"31,154,466","61,782",50,"44,114,355"
Guns N' Roses,"31,148,317","-8,755",135,"31,158,764"
Alan Walker,"30,995,541","-26,884",100,"33,218,914"
Grupo Frontera,"30,881,735","-3,238",64,"39,234,817"
Zach Bryan,"30,809,434","159,224",138,"31,117,256"
Billy Joel,"30,556,724","8,520",138,"30,689,999"
The Police,"30,230,665","26,174",144,"30,230,665"
Bon Jovi,"30,030,896","23,350",143,"30,351,410"
Miguel,"30,015,991","-7,996",80,"34,144,669"
Labrinth,"29,837,322","-100,311",67,"36,829,106"
Chencho Corleone,"29,820,319","-12,358",106,"31,161,386"
Mitski,"29,530,641","-77,759",71,"39,387,536"
Anitta,"29,460,048","-84,099",71,"39,197,056"
The Rolling Stones,"29,386,241","5,718",138,"29,911,374"
Major Lazer,"29,369,304","-55,939",132,"31,365,666"
Snoop Dogg,"29,336,634","36,215",109,"31,541,502"
Fuerza Regida,"29,316,851","-111,279",105,"33,821,006"
Green Day,"29,244,567","-13,905",104,"32,758,060"
Jhayco,"29,134,959","65,557",102,"33,308,450"
Juice WRLD,"28,857,665","16,694",94,"36,596,624"
Carin Leon,"28,689,427","25,925",125,"32,386,759"
Lily-Rose Depp,"28,638,631","-36,753",117,"32,569,522"
TOTO,"28,633,997","-12,726",166,"28,646,723"
Daryl Hall & John Oates,"28,604,359",-179,133,"32,606,824"
Tom Odell,"28,339,205","-22,829",122,"30,357,680"
Don Toliver,"28,315,943","-83,698",111,"29,596,699"
Summer Walker,"28,312,159","-49,840",167,"28,542,051"
Enrique Iglesias,"28,264,176","-38,094",151,"29,585,670"
Meghan Trainor,"28,215,359","-105,437",69,"37,905,565"
Akon,"28,186,309","48,242",157,"28,186,309"
Demi Lovato,"28,143,883","12,302",98,"33,320,815"
Train,"28,119,160","-27,232",172,"28,360,131"
Lost Frequencies,"28,104,158","-83,515",165,"28,780,654"
Kodak Black,"27,935,028","-7,080",99,"33,708,388"
Daniel Caesar,"27,878,061","-16,536",151,"29,396,265"
Bee Gees,"27,804,873","-33,533",158,"28,740,653"
Central Cee,"27,718,892","750,855",81,"36,153,483"
d4vd,"27,687,001","-42,534",94,"31,836,766"
Young Thug,"27,612,950","-59,647",97,"33,656,406"
Mark Ronson,"27,599,740","30,469",150,"29,455,174"
Tame Impala,"27,569,010","-37,027",162,"28,367,463"
Childish Gambino,"27,461,022","43,034",185,"27,461,022"
BTS,"27,449,123","15,360",63,"40,741,916"
Junior H,"27,408,698","-62,096",141,"28,903,235"
Natanael Cano,"27,378,899","-67,392",159,"28,962,500"
Steve Lacy,"27,350,820","18,995",111,"29,765,204"
ZAYN,"27,328,105","38,730",160,"28,851,598"
Bob Marley & The Wailers,"27,176,608","-4,487",170,"28,137,637"
Ryan Lewis,"27,153,199","11,169",191,"27,153,199"
Luke Combs,"27,152,256","49,253",193,"27,152,256"
Zara Larsson,"27,120,939","-40,156",162,"28,434,143"
Florence + The Machine,"27,033,030","-151,320",108,"35,434,529"
Arcángel,"27,028,347","62,691",112,"29,918,189"
Nicky Jam,"26,972,875",90,128,"30,366,327"
Nelly Furtado,"26,953,497","79,128",159,"26,953,497"
Bryson Tiller,"26,775,948","-57,375",169,"28,259,185"
Quevedo,"26,728,363","-21,097",71,"38,182,790"
Natasha Bedingfield,"26,696,084","32,914",165,"28,725,197"
Rvssian,"26,653,675","5,466",201,"26,660,805"
Alicia Keys,"26,551,102","154,813",117,"33,165,571"
Whitney Houston,"26,533,914","6,520",178,"28,723,277"
Young Miko,"26,524,897","-87,312",105,"33,633,855"
DaBaby,"26,508,884","-38,654",103,"32,070,946"
Calum Scott,"26,343,224","-14,230",131,"28,397,540"
Metallica,"26,322,852","22,460",144,"26,870,829"
Radiohead,"26,223,068","9,378",177,"26,605,927"
Lord Huron,"26,195,911","69,525",192,"26,687,135"
Megan Thee Stallion,"26,130,389","55,099",135,"30,978,658"
Outkast,"26,107,755","6,454",210,"26,107,755"
Lil Nas X,"25,978,049","14,832",61,"37,597,256"
Jennifer Lopez,"25,902,584","11,196",194,"26,339,863"
Stephen Sanchez,"25,867,808","-10,084",82,"34,322,910"
Cyndi Lauper,"25,785,286","26,762",216,"25,785,286"
Christina Aguilera,"25,727,018","3,789",152,"30,780,655"
Nile Rodgers,"25,669,076","5,006",218,"25,669,076"
Vance Joy,"25,646,602","265,328",117,"32,405,324"
The Script,"25,547,590","-27,941",214,"25,730,408"
Robin Schulz,"25,371,305","-6,438",76,"34,908,935"
Offset,"25,249,582","25,819",183,"25,249,582"
Måneskin,"25,186,501","-24,972",134,"26,818,201"
The Killers,"25,024,319","29,711",189,"26,060,588"
Backstreet Boys,"24,980,582","21,911",225,"24,980,582"
Mac Miller,"24,973,904","-7,645",192,"24,981,549"
Bill Withers,"24,912,561","-158,180",219,"25,445,001"
Mark Ambor,"24,899,737","-94,421",211,"25,595,063"
Fall Out Boy,"24,899,484","27,631",129,"30,377,374"
Sebastian Yatra,"24,851,749","-9,169",137,"28,235,688"
Trippie Redd,"24,763,687","-14,617",189,"25,472,223"
Journey,"24,744,079","59,306",232,"24,744,079"
Vishal-Shekhar,"24,722,606","-20,118",189,"25,213,969"
Dominic Fike,"24,648,782","-6,574",233,"24,655,356"
Mariah Carey,"24,587,903","2,668",5,"90,575,966"
Bastille,"24,503,796","-47,051",183,"26,610,747"
ROSALÍA,"24,454,797","-56,937",47,"46,715,627"
The Cranberries,"24,390,647","42,520",238,"24,390,647"
Elley Duhé,"24,362,822","-51,859",150,"25,586,962"
Tory Lanez,"24,345,327","-60,862",180,"26,498,835"
DJ Khaled,"24,280,436","-27,810",124,"29,389,696"
Rema,"24,258,565","-37,948",60,"40,010,586"
French Montana,"24,232,458","2,020",220,"25,027,759"
Nicki Nicole,"24,142,910","20,296",173,"27,818,511"
Gorillaz,"24,129,858","18,088",54,"41,977,704"
Tears For Fears,"24,110,187","-4,706",238,"24,114,893"
Empire Of The Sun,"24,070,397","5,646",247,"24,070,397"
Maria Becerra,"23,986,453","-59,311",159,"26,919,900"
Plan B,"23,939,098","35,154",249,"23,939,098"
Christian Nodal,"23,896,435","-24,638",220,"24,683,573"
Romeo Santos,"23,877,341",389,113,"29,261,273"
Cigarettes After Sex,"23,842,417","-3,680",218,"25,080,945"
Conan Gray,"23,781,225","-30,246",167,"28,549,479"
2Pac,"23,769,009","23,963",189,"24,294,167"
"Earth, Wind & Fire","23,767,676","-71,955",253,"23,839,631"
Sachin-Jigar,"23,745,081","10,075",186,"24,755,766"
Disney,"23,744,089","2,667",201,"24,403,977"
Brent Faiyaz,"23,679,763","-64,032",192,"25,902,758"
Dr. Dre,"23,658,937","254,843",199,"23,658,937"
Felix Jaehn,"23,578,832","-26,454",194,"23,810,674"
Kid Cudi,"23,572,005","-11,236",149,"29,550,228"
Clean Bandit,"23,564,898","42,107",210,"23,755,636"
Rels B,"23,507,574","-84,173",239,"24,237,621"
Elvis Presley,"23,451,914","-28,741",63,"47,003,228"
Troye Sivan,"23,445,812","-10,226",107,"32,443,596"
John Legend,"23,408,874","-97,917",107,"35,820,305"
Mc Gw,"23,366,867","-32,756",238,"24,214,206"
JID,"23,297,645","-81,314",100,"34,163,239"
Giveon,"23,191,174","129,699",145,"25,291,400"
Glass Animals,"23,178,979","53,976",132,"28,077,809"
Kim Petras,"23,105,668","-22,000",43,"46,551,289"
Daft Punk,"23,062,610","35,996",225,"23,062,610"
Badshah,"23,042,104","27,190",273,"23,042,104"
Hotel Ugly,"23,016,344","-30,570",256,"23,321,907"
Tanishk Bagchi,"22,978,801","6,060",214,"23,360,299"
Kacey Musgraves,"22,954,448","-64,115",182,"27,365,334"
Macklemore & Ryan Lewis,"22,895,658","17,618",190,"25,456,801"
Chris Stapleton,"22,841,733","49,361",268,"22,841,733"
Jung Kook,"22,808,358","-74,701",61,"40,791,781"
Aerosmith,"22,774,662","-8,314",201,"23,447,874"
El Alfa,"22,759,376","-18,336",223,"23,914,135"
David Kushner,"22,743,310","-42,431",143,"27,928,294"
G-Eazy,"22,704,219","-16,128",223,"25,019,815"
Foo Fighters,"22,656,381","-17,017",231,"23,378,244"
Swedish House Mafia,"22,654,858","79,480",187,"24,899,684"
Camilo,"22,646,524","16,715",249,"22,646,524"
Avril Lavigne,"22,620,457","58,692",263,"22,620,457"
AFROJACK,"22,616,848","98,153",288,"22,616,848"
Amy Winehouse,"22,582,718","-31,643",279,"22,846,644"
Kings of Leon,"22,577,881","5,158",283,"22,719,880"
Tyga,"22,559,833","-28,666",176,"25,118,039"
Xavi,"22,551,491","-96,963",129,"31,501,727"
Amitabh Bhattacharya,"22,536,778","-4,034",160,"26,965,104"
Ruth B.,"22,519,179","-26,166",224,"23,065,545"
The Lumineers,"22,475,993","-61,711",212,"23,983,144"
Martin Garrix,"22,467,623","-12,055",175,"23,962,214"
Panic! At The Disco,"22,432,848","17,339",165,"27,310,489"
The White Stripes,"22,395,156","16,464",298,"22,395,156"
Lil Durk,"22,307,684","-6,330",92,"34,773,282"
Alec Benjamin,"22,210,514","-10,406",251,"23,650,761"
Luis Fonsi,"22,157,469","18,928",214,"23,290,182"
Udit Narayan,"22,151,867","1,571",253,"22,259,493"
Sech,"22,093,614","-12,546",174,"23,591,625"
Vishal Mishra,"22,045,151","-13,142",227,"23,848,268"
Tainy,"21,991,037","-4,501",91,"35,233,699"
Baby Keem,"21,899,848","-79,321",237,"23,094,570"
Anirudh Ravichander,"21,761,735","12,165",114,"31,302,762"
System Of A Down,"21,749,487","23,206",273,"22,931,006"
Phil Collins,"21,739,381","1,652",267,"21,739,381"
Yandel,"21,699,892","-21,330",126,"27,875,326"
Annie Lennox,"21,697,005","39,406",311,"21,697,005"
Ryan Castro,"21,608,340","-40,362",209,"23,769,862"
KK,"21,583,229","24,183",261,"21,801,111"
Bryan Adams,"21,448,656","39,468",231,"24,783,927"
Oscar Maydon,"21,444,063","-49,413",311,"21,571,250"
TV Girl,"21,360,904","-12,559",290,"21,639,546"
Raffaella Carrà,"21,356,177","-26,708",296,"22,229,065"
Eagles,"21,353,715","28,315",104,"36,080,382"
Pop Smoke,"21,309,640","2,985",162,"25,280,553"
¥$,"21,291,561","-143,228",106,"34,770,239"
Dido,"21,227,462","43,231",321,"21,227,462"
U2,"21,223,693","-44,127",233,"23,044,157"
The Notorious B.I.G.,"21,215,358","60,814",202,"23,352,541"
Oasis,"21,109,164","24,594",257,"23,302,391"
ATL Jacob,"21,091,893","-8,385",210,"25,072,953"
MEDUZA,"21,088,841","30,054",222,"22,148,251"
5 Seconds of Summer,"21,088,107","-31,530",205,"25,934,585"
Isabel LaRosa,"21,042,018","-32,799",323,"21,221,325"
Gabito Ballesteros,"21,003,776","-5,375",237,"23,182,423"
A Boogie Wit da Hoodie,"20,890,348","-36,819",213,"22,882,543"
Bruce Springsteen,"20,768,888","33,523",145,"31,232,853"
Polo G,"20,763,070","65,604",263,"22,834,466"
Roddy Ricch,"20,739,453","141,314",205,"23,016,594"
Nickelback,"20,733,973","18,570",324,"20,733,973"
Sexyy Red,"20,722,645","-47,895",272,"21,452,937"
Disturbed,"20,715,427","-59,395",324,"21,091,489"
Anderson .Paak,"20,696,188","222,156",197,"22,604,620"
Lenny Tavárez,"20,630,158","-57,423",278,"22,544,589"
blink-182,"20,624,576","25,433",268,"21,210,348"
Luis R Conriquez,"20,591,575","81,587",323,"20,591,575"
Richy Mitch & The Coal Miners,"20,529,835","-1,408",293,"21,753,534"
Foster The People,"20,515,663","70,994",342,"20,515,663"
D-Block Europe,"20,458,369","-26,886",227,"23,915,073"
Shilpa Rao,"20,403,800","-33,744",158,"27,043,156"
Eslabon Armado,"20,403,534","32,745",64,"40,132,836"
Skrillex,"20,402,065","29,436",175,"23,635,431"
Shankar Mahadevan,"20,333,166","20,499",294,"20,555,112"
JVKE,"20,313,902","-11,675",110,"31,684,143"
Tiago PZK,"20,257,116","-40,407",244,"22,623,731"
Coi Leray,"20,236,238","38,299",72,"38,479,080"
Aventura,"20,223,008","61,619",344,"20,223,008"
Dolly Parton,"20,131,115","10,881",253,"23,504,898"
Daya,"20,079,340","-72,375",340,"20,492,260"
Justin Quiles,"20,070,908",362,223,"21,581,896"
Lil Tecca,"19,987,172","-43,836",231,"23,774,244"
Jay Wheeler,"19,956,526","25,689",300,"19,956,526"
The Offspring,"19,942,460","15,903",309,"20,084,135"
Paramore,"19,906,212","16,253",251,"21,953,962"
Nelly,"19,872,281","24,397",316,"19,872,281"
Mora,"19,833,822","-3,835",151,"27,760,085"
Alka Yagnik,"19,807,665","-3,426",287,"20,003,871"
Stevie Wonder,"19,762,775","-34,115",114,"34,912,997"
R3HAB,"19,736,365","-29,454",210,"23,584,295"
Keane,"19,628,257","31,982",314,"20,130,635"
Timbaland,"19,623,513","28,865",256,"21,725,657"
Dimitri Vegas & Like Mike,"19,622,251","-19,902",364,"19,743,575"
Chino Pacas,"19,609,466","-88,126",267,"21,601,531"
Noah Cyrus,"19,551,973","93,719",367,"19,551,973"
Yeat,"19,485,498","-107,922",149,"28,149,740"
a-ha,"19,463,749","7,061",231,"24,518,557"
TINI,"19,410,560","-57,169",194,"22,906,402"
Myles Smith,"19,369,612","547,457",372,"19,369,612"
Lorde,"19,324,748","-13,087",222,"23,023,548"
Disclosure,"19,266,304","170,060",374,"19,266,304"
De La Ghetto,"19,190,548","58,167",238,"21,703,557"
Joji,"19,117,491","11,033",116,"29,284,554"
Atif Aslam,"19,085,705","36,504",344,"19,406,664"
Eurythmics,"19,065,706","45,472",378,"19,065,706"
Jonas Blue,"19,064,871","-18,545",226,"22,821,691"
Marvin Gaye,"19,012,399","-21,531",243,"22,716,809"
Tems,"18,989,446","-27,746",376,"19,017,192"
Dire Straits,"18,881,786","-12,191",331,"18,973,084"
Wisin & Yandel,"18,875,929",-76,173,"23,350,285"
CYRIL,"18,799,499","20,612",384,"18,799,499"
Reik,"18,776,811","-2,030",253,"21,660,367"
Van Morrison,"18,750,930","63,306",386,"18,750,930"
Kelly Clarkson,"18,730,628","-25,373",37,"58,005,216"
Gabry Ponte,"18,606,689","-38,844",379,"18,854,211"
Duki,"18,565,210","-2,759",162,"26,492,455"
George Ezra,"18,542,412","-12,213",291,"18,974,847"
Chappell Roan,"18,533,449","202,761",391,"18,533,449"
Mohit Chauhan,"18,530,877","-11,069",325,"18,718,864"
Eladio Carrion,"18,458,470","-44,134",156,"26,738,598"
NLE Choppa,"18,453,053","21,587",181,"24,991,591"
Sonu Nigam,"18,429,452",-119,336,"20,506,019"
Mac DeMarco,"18,370,691","-17,683",318,"19,290,184"
Jonas Brothers,"18,358,931","-31,786",119,"34,608,604"
Lay Bankz,"18,332,835","-274,947",322,"21,228,325"
cassö,"18,324,590","-45,794",265,"21,787,952"
PNAU,"18,309,571","-28,328",220,"22,323,897"
Juanes,"18,255,662","-5,473",332,"19,164,230"
Carly Rae Jepsen,"18,244,650","20,425",317,"18,869,973"
Migos,"18,229,459","10,788",296,"20,299,307"
MC Ryan SP,"18,206,145","-28,294",349,"19,355,147"
Cage The Elephant,"18,174,595","-37,904",401,"18,292,417"
Lauv,"18,172,323","-9,490",257,"21,465,775"
Danny Ocean,"18,165,499","-51,154",270,"19,965,283"
Pink Floyd,"18,097,380","-10,033",258,"19,735,588"
beabadoobee,"18,039,859","37,348",316,"18,616,615"
Zion & Lennox,"17,976,702","29,703",230,"22,169,487"
Grupo Firme,"17,967,639","25,628",257,"22,421,731"
Diljit Dosanjh,"17,947,930","15,640",407,"18,229,568"
Mithoon,"17,941,788","9,783",409,"17,941,788"
Julia Michaels,"17,920,629","-17,774",309,"20,387,752"
WALK THE MOON,"17,918,193","56,951",415,"17,918,193"
The Goo Goo Dolls,"17,887,249","126,988",310,"20,466,986"
Galantis,"17,881,289","-22,743",338,"18,896,883"
The Walters,"17,867,346","46,955",410,"17,971,680"
Shankar-Ehsaan-Loy,"17,854,146","5,479",400,"18,150,895"
Darshan Raval,"17,812,029","7,307",286,"20,349,184"
Led Zeppelin,"17,791,081","1,701",294,"19,271,072"
League of Legends,"17,720,710","-67,626",232,"22,635,670"
Michael Marcagi,"17,692,649","-81,871",307,"21,166,338"
Kane Brown,"17,668,095","53,981",424,"17,668,095"
George Michael,"17,616,449","-28,313",139,"31,867,957"
Maná,"17,575,678","-24,937",334,"18,626,314"
The Strokes,"17,534,979","11,613",423,"17,607,267"
PARTYNEXTDOOR,"17,526,394","-66,339",268,"21,137,562"
Coolio,"17,496,049","70,710",429,"17,496,049"
Jaani,"17,490,819","247,411",334,"20,634,266"
BLACKPINK,"17,362,756","-23,901",173,"25,116,235"
Latto,"17,319,808","-1,788",74,"38,062,951"
NewJeans,"17,309,446","68,363",160,"26,786,050"
Big Sean,"17,308,813","22,463",252,"20,137,963"
Carlos Vives,"17,300,434","50,753",375,"17,300,434"
Shaggy,"17,300,092","22,597",328,"18,459,819"
Becky Hill,"17,254,660","54,044",257,"20,058,164"
Asees Kaur,"17,222,605","-10,311",420,"17,605,775"
R.E.M.,"17,202,749","13,074",332,"18,434,788"
Banda MS de Sergio Lizárraga,"17,169,738","-9,318",393,"17,257,582"
Dei V,"17,143,083","25,058",441,"17,143,083"
Ofenbach,"17,051,971","-73,278",392,"18,344,823"
The Outfield,"16,993,090","-22,463",443,"17,015,553"
Luis Miguel,"16,985,048","9,300",309,"19,398,229"
Grupo Marca Registrada,"16,966,618","11,308",264,"22,007,861"
Ice Spice,"16,962,910","-29,871",49,"47,203,544"
Chinmayi,"16,960,262","-1,271",357,"17,947,360"
Dalex,"16,959,205","-38,479",355,"18,038,673"
MGMT,"16,947,070","17,507",422,"17,559,103"
Prince Royce,"16,941,144","-9,374",339,"18,754,885"
David Bowie,"16,930,403","30,476",317,"20,160,489"
Fred again..,"16,893,998","152,092",408,"17,738,821"
YoungBoy Never Broke Again,"16,869,498","-4,966",288,"19,051,130"
Ñengo Flow,"16,865,890","-14,055",207,"22,145,574"
Sunidhi Chauhan,"16,860,013",-82,385,"17,020,070"
Kehlani,"16,845,336","56,933",413,"17,166,542"
Los Ángeles Azules,"16,841,460","152,631",411,"17,532,984"
Em Beihold,"16,839,389","30,641",135,"26,666,031"
Dave,"16,809,268","26,543",135,"29,100,809"
Julión Álvarez y su Norteño Banda,"16,789,703","-6,318",452,"16,925,289"
Bon Iver,"16,769,380","-45,241",326,"18,933,129"
Alesso,"16,711,237","1,347",259,"20,146,977"
Manan Bhardwaj,"16,708,875","-55,587",247,"24,056,763"
W&W,"16,701,926","40,145",464,"16,701,926"
Vishal Dadlani,"16,700,736","-37,362",307,"19,035,408"
Madison Beer,"16,686,719","-73,177",339,"19,836,973"
Dean Lewis,"16,680,202","-3,562",266,"19,801,720"
Mike Posner,"16,659,641","-7,661",459,"16,794,501"
Dimitri Vegas,"16,649,524","34,213",469,"16,649,524"
DJ Nelson,"16,648,344","60,607",470,"16,648,344"
Milo j,"16,645,911","-75,041",265,"21,285,336"
Lil Yachty,"16,605,416","-39,417",315,"20,524,026"
Clairo,"16,585,241","155,050",452,"16,585,241"
Ana Castela,"16,573,099","13,577",324,"20,415,436"
Emilia,"16,527,402","41,388",337,"19,179,139"
The Cure,"16,484,737","-21,376",354,"18,630,408"
Lynyrd Skynyrd,"16,417,501","22,040",389,"16,633,257"
Melanie Martinez,"16,404,782","-1,010",257,"20,251,491"
Jubin Nautiyal,"16,394,294","55,877",241,"22,249,499"
PinkPantheress,"16,378,199","144,128",60,"39,844,680"
Gotye,"16,369,139","-23,950",424,"17,527,016"
Eyedress,"16,364,733","-17,202",399,"18,287,094"
