Artist and Title,Days,T10,Pk,(x?),PkStreams,Total
BTS - IDOL,4,"",116,"","61,739","191,675"
Blue Swede - Hooked on a Feeling,6,"",147,"","51,621","191,639"
21 Savage - see the real,2,"",78,"","114,266","191,456"
Kid Cudi - She Knows This,2,"",80,"","120,940","191,408"
Supergrass - Alright,6,"",150,"","39,484","191,398"
Kaiser Chiefs - I Predict A Riot,4,"",108,"","63,241","191,329"
Big Red Machine - Renegade,3,"",77,"","85,126","191,328"
Various Artists -,1,"",55,"","191,149","191,149"
The Chainsmokers - It Won't Kill Ya,4,"",109,"","65,268","191,005"
A Boogie Wit da Hoodie - Me and My Guitar,3,"",129,"","79,833","190,993"
Linkin Park - Somewhere I Belong,3,"",65,"","102,876","190,944"
Katy Perry - California Gurls,4,"",126,"","53,667","190,923"
B Young - Ride for Me,4,"",183,"","49,139","190,854"
Catfish and the Bottlemen - Homesick,11,"",149,"","19,082","190,837"
Don Toliver - Cardigan,3,"",102,"","77,924","190,474"
"Bon Iver - Hey, Ma",3,"",105,"","67,160","190,345"
D-Block Europe - Miley,3,"",88,"","87,730","190,322"
Basement Jaxx - Red Alert,5,"",125,"","57,053","190,309"
blink-182 - DANCE WITH ME,2,"",60,"","105,642","190,215"
Royal Blood - Ten Tonne Skeleton,9,"",77,"","31,263","190,041"
¥$ - KEYS TO MY LIFE,2,"",86,"","103,829","189,897"
The Killers - When You Were Young,4,"",74,"","63,682","189,859"
Bru-C - Say No More,3,"",75,"","83,807","189,739"
Renée Elise Goldsberry - The Schuyler Sisters,4,"",188,"","48,081","189,666"
Slimane - Mon amour,2,"",128,"","98,563","189,558"
Adele - I Miss You,6,"",97,"","40,055","189,547"
YUNGBLUD - cotton candy,3,"",153,"","71,009","189,543"
Bob Sinclar - Someone Who Needs Me,7,"",163,"","28,914","189,515"
Lil Baby - Perfect Timing,2,"",64,"","115,512","189,333"
¥$ - PAPERWORK,2,"",92,"","101,774","189,280"
Nines - Hear Me Out,2,"",60,"","114,602","189,273"
Trippie Redd - 6 Kiss,3,"",83,"","87,899","189,100"
MAX - Lights Down Low,5,"",182,"","38,917","189,041"
The Vamps - Personal,4,"",98,"","68,428","188,866"
The Chainsmokers - Young,4,"",119,"","61,214","188,802"
D-Block Europe - I Need It Now,2,"",117,"","98,015","188,765"
Meat Loaf - Heaven Can Wait,2,"",50,"","118,563","188,585"
Beyoncé - Flawless Remix,12,"",116,"","19,493","188,550"
MoStack - Rock With You,2,"",59,"","127,631","188,416"
Gorillaz - Let Me Out,3,"",94,"","81,038","188,305"
Twenty One Pilots - Overcompensate,2,"",82,"","111,994","188,125"
Lauv - Feelings,4,"",190,"","48,892","188,065"
BTS - 00:00 (Zero O’Clock),3,"",107,"","83,912","188,058"
The 1975 - How To Draw / Petrichor,2,"",61,"","134,233","187,808"
Central Cee - Mrs,3,"",94,"","81,628","187,759"
Savage Garden - Truly Madly Deeply,4,"",105,"","61,472","187,424"
Little Mix - Breathe,3,"",93,"","83,371","187,394"
Sigma - Stay,7,"",146,"","30,693","187,310"
Pop Smoke - Genius,2,"",71,"","122,570","187,232"
Kendrick Lamar - You Ain't Gotta Lie (Momma Said),7,"",74,"","36,602","187,221"
Juice WRLD - Relocate,2,"",76,"","121,547","187,195"
Foudeqush - Con La Brisa,3,"",159,"","66,402","186,867"
Muse - Supermassive Black Hole,4,"",90,"","69,036","186,474"
Kid Cudi - Another Day,2,"",82,"","118,325","186,455"
Hayley Williams - Simmer,2,"",60,"","109,099","186,422"
Deep Blue Something - Breakfast At Tiffany's,5,"",73,"","47,734","186,403"
Cardi B - Thru Your Phone,4,"",160,"","49,990","186,330"
Bo Burnham - Content,3,"",97,"","70,416","186,261"
Gladys Knight & The Pips - Midnight Train to Georgia,6,"",93,"","42,113","186,184"
Lil Peep - Broken Smile (My All),3,"",79,"","88,764","185,788"
Jhelisa - Friendly Pressure - Into The Sunshine Mix,2,"",144,"","100,359","185,329"
D-Block Europe - Bando Baby Diaries,3,"",124,"","73,451","185,170"
One Direction - Illusion,10,"",97,"","23,707","185,062"
U2 - With Or Without You - Remastered,4,"",102,"","60,581","184,987"
Susan Boyle - Auld Lang Syne,3,"",145,"","87,582","184,937"
Bastille - An Act Of Kindness,6,"",128,"","40,744","184,901"
The Beatles - Help! - Remastered,4,"",94,"","77,888","184,780"
Milky Chance - Down By The River,13,"",148,"","16,067","184,776"
Big Sean - Blessings,11,"",166,"","18,215","184,735"
Bastille - Warmth,6,"",134,"","38,979","184,709"
A Boogie Wit da Hoodie - Man in the Mirror,3,"",179,"","67,969","184,658"
ZAYN - fOoL fOr YoU,6,"",111,"","42,395","184,563"
The Beatles - Love Me Do - Remastered,4,"",93,"","78,333","184,497"
Tina Turner - The Best - Edit,3,"",153,"","78,342","184,283"
"Thurl Ravenscroft - You're A Mean One, Mr. Grinch",2,"",165,"","117,960","184,172"
¥$ - VULTURES,2,"",102,"","98,409","184,085"
Taylor Swift - Cruel Summer - Live from TS | The Eras Tour,2,"",51,"","105,934","184,074"
Offset - WORTH IT,2,"",51,"","115,889","183,628"
Bo Burnham - Comedy,3,"",105,"","67,805","183,459"
Sia - Move Your Body,7,"",93,"","45,172","183,392"
JAE5 - Dimension,3,"",97,"","80,353","183,279"
Ben Howard - Conrad,12,"",103,"","22,194","183,120"
Sam Fender - That Sound,3,"",102,"","82,368","182,907"
Ellie Goulding - Your Song,5,"",92,"","64,775","182,644"
McFly - Star Girl,5,"",146,"","48,671","182,566"
Jack Harlow - Young Harleezy,2,"",52,"","114,733","182,399"
Lil Durk - What Happened To Virgil,3,"",124,"","69,837","182,354"
Eminem - Book of Rhymes,2,"",82,"","113,129","182,290"
Shawn Mendes - When You're Ready,3,"",121,"","78,221","182,227"
The 1975 - The End (Music For Cars),2,"",53,"","132,252","182,221"
5 Seconds of Summer - Lie To Me,3,"",88,"","78,787","182,181"
Nicki Minaj - Last Time I Saw You,2,"",47,"","114,543","182,105"
"KSI - Two Birds, One Stone",4,"",101,"","52,263","181,948"
DMX - Party Up,2,"",63,"","100,079","181,913"
Shout for England - Shout,3,"",75,"","81,649","181,826"
Luke Combs - Love You Anyway,2,"",63,"","108,140","181,818"
Bastille - Glory,6,"",138,"","38,270","181,812"
Loreen - Euphoria,2,"",49,"","102,746","181,547"
Charli XCX - In The City,2,"",53,"","112,026","181,457"
¥$ - PROBLEMATIC,2,"",109,"","96,491","181,424"
Nas - Adam and Eve,3,"",105,"","69,999","181,414"
Spice Girls - 2 Become 1,3,"",91,"","93,278","181,401"
Fleetwood Mac - Little Lies - 2017 Remaster,3,"",154,"","80,506","181,343"
Oh Wonder - Ultralife,4,"",155,"","51,599","180,968"
KSI - Lamborghini,8,"",59,"","41,075","180,866"
Summer Walker - Switch A Nigga Out,2,"",66,"","109,788","180,832"
benny blanco - Graduation,3,"",130,"","72,339","180,631"
21 Savage - red sky,2,"",96,"","101,894","180,316"
Pusha T - The Games We Play,3,"",116,"","79,409","180,162"
Ellie Goulding - How Long Will I Love You - Bonus Track,6,"",108,"","65,484","180,153"
Brent Faiyaz - ALL MINE,2,"",45,"","118,023","179,948"
Kendrick Lamar - untitled 06 06.30.2014.,4,"",63,"","71,224","179,812"
Solange - Cranes in the Sky,6,"",137,"","33,492","179,806"
DJ Khaled - I Got the Keys,7,"",190,"","26,501","179,569"
One Direction - Once in a Lifetime,10,"",100,"","23,431","179,492"
Daft Punk - Around the World,4,"",107,"","53,062","179,487"
Disclosure - Hourglass,8,"",93,"","31,527","179,394"
Offset - Red Room,3,"",170,"","67,629","179,368"
Rag'n'Bone Man - Grace,5,"",164,"","39,065","179,253"
Taylor Swift - You’re Not Sorry (Taylor’s Version),2,"",65,"","116,574","179,220"
Foo Fighters - Times Like These,3,"",63,"","102,884","179,148"
Frank Ocean - Solo,6,"",154,"","32,410","179,050"
Birdy - Skinny Love,6,"",67,"","74,886","178,947"
John Travolta - Summer Nights,4,"",134,"","60,148","178,666"
Ariana Grande - Moonlight,5,"",138,"","43,959","178,660"
ZAYN - rEaR vIeW,6,"",113,"","42,227","178,540"
Nines - Letter To Hydro Interlude,2,"",68,"","108,096","178,523"
Michael Jackson - The Way You Make Me Feel - 2012 Remaster,5,"",93,"","40,391","178,474"
P!nk - Whatever You Want,4,"",127,"","60,254","178,346"
Bo Burnham - That Funny Feeling,3,"",114,"","65,323","178,306"
The Kinks - Father Christmas,3,"",102,"","82,348","177,833"
Yungen - Pricey,3,"",97,"","85,524","177,804"
James Blunt - Love Me Better,4,"",66,"","75,260","177,598"
Foo Fighters - T-Shirt,3,"",64,"","91,548","176,899"
DMX - Where The Hood At,2,"",66,"","97,457","176,736"
Lauv - Tattoos Together,3,"",173,"","66,550","176,508"
"Fatboy Slim - Right Here, Right Now",2,"",39,"","124,114","176,439"
Bugzy Malone - Salvador,3,"",120,"","71,626","176,290"
Rui - Come Through,2,"",116,"","95,863","176,222"
Eminem - Guns Blazing,2,"",90,"","108,503","176,119"
The 1975 - Shiny Collarbone,2,"",63,"","120,918","176,116"
MoStack - Make Me Fall In Love & You Can Keep Me Forever,2,"",65,"","117,512","176,064"
XXXTENTACION - Sauce!,3,"",112,"","69,250","175,794"
Yeat - Talk,3,"",159,"","61,232","175,738"
Nas - everything,3,"",110,"","67,912","175,716"
Mary J. Blige - As,4,"",62,"","73,334","175,555"
Kanye West - Good Life,4,"",127,"","50,833","175,436"
Juice WRLD - The Light,2,"",84,"","96,613","175,427"
"Thurl Ravenscroft - You're A Mean One, Mr. Grinch",1,"",137,"","175,422","175,422"
Nas - White Label,3,"",92,"","74,804","175,345"
Eric Bellinger - Valet,7,"",180,"","27,532","175,298"
Bruno Mars - Silk Sonic Intro,2,"",79,"","120,268","175,214"
The Kid LAROI - TRAGIC,3,"",109,"","72,723","175,081"
George FitzGerald - Burns - Edit,4,"",189,"","45,599","174,923"
Jack Harlow - I'd Do Anything To Make You Smile,2,"",56,"","110,223","174,841"
Foo Fighters - Arrows,3,"",61,"","95,196","174,833"
Bugzy Malone - Warning,3,"",126,"","69,697","174,751"
Taylor Swift - 22,3,"",96,"","62,909","174,525"
Sonya Belousova - Toss A Coin To Your Witcher,3,"",173,"","65,985","174,499"
The 1975 - What Should I Say,2,"",68,"","115,832","174,483"
Summer Walker - Body,3,"",114,"","72,795","174,436"
All Saints - Pure Shores,4,"",72,"","52,795","174,359"
Ace of Base - All That She Wants,4,"",101,"","64,885","174,153"
Kid Cudi - Mr. Solo Dolo III,2,"",96,"","106,437","173,774"
Aretha Franklin - Son of a Preacher Man,2,"",76,"","88,624","173,452"
Darlene Love - White Christmas,3,"",43,"","94,080","173,255"
Summer Walker - Drunk Dialing...LODT,3,"",111,"","73,963","173,245"
Drake - 4pm in Calabasas,2,"",66,"","110,813","173,231"
Skepta - It Ain't Safe,3,"",62,"","85,807","173,130"
Olly Alexander (Years & Years) - Ties,9,"",119,"","24,275","173,040"
Twenty One Pilots - Levitate,3,"",116,"","74,677","172,962"
TVORCHI - Heart of Steel - Eurovision Version,2,"",62,"","95,617","172,956"
Nines - Going In,4,"",82,"","64,199","172,945"
Jack Harlow - Side Piece,2,"",61,"","106,929","172,653"
Gorillaz - Tranz,2,"",81,"","118,645","172,605"
Mumford & Sons - If I Say,3,"",142,"","61,444","172,424"
David Bowie - Fame (2007 Remastered),6,"",117,"","40,430","172,295"
Olly Alexander (Years & Years) - Come Alive,2,"",62,"","106,810","172,180"
The Beatles - All You Need Is Love - Remastered,5,"",107,"","68,617","172,108"
"Tyler, The Creator - Boredom",4,"",152,"","56,906","171,808"
Rag'n'Bone Man - As You Are,4,"",77,"","66,534","171,779"
Bonobo - Break Apart,4,"",97,"","56,875","171,504"
Cornelia Jakobs - Hold Me Closer,2,"",44,"","113,805","171,457"
Cochise - Tell Em,3,"",182,"","60,236","171,400"
Jorja Smith - Lifeboats - Freestyle,3,"",117,"","71,809","171,352"
Skepta - It Ain't Safe,4,"",90,"","48,263","171,324"
mgk - title track,3,"",96,"","75,125","171,307"
Jon Bon Jovi - Please Come Home For Christmas,3,"",105,"","79,608","171,240"
mgk - kiss kiss,3,"",99,"","74,012","170,992"
M Huncho - Birds,3,"",156,"","64,644","170,793"
Jack Harlow - Talk Of The Town,2,"",55,"","111,352","170,756"
Drake - Days in The East,2,"",64,"","111,167","170,749"
Naughty Boy - Wonder,4,"",147,"","44,930","170,581"
David Guetta - Where Them Girls At,4,"",180,"","43,340","170,536"
Paramore - The News,2,"",109,"","87,929","170,408"
Little Mix - Forget You Not,3,"",141,"","67,264","170,258"
blink-182 - FELL IN LOVE,2,"",80,"","96,189","170,110"
TOOL - Fear Inoculum,3,"",157,"","64,723","170,053"
M1llionz - Bando Spot,3,"",117,"","68,669","170,042"
Milky Chance - Cocoon,5,"",155,"","35,433","170,027"
Foo Fighters - Make It Right,3,"",71,"","83,700","170,019"
Summer Walker - Session 33,2,"",76,"","102,484","169,881"
Kendrick Lamar - untitled 08 09.06.2014.,4,"",66,"","64,491","169,831"
Nines - I Wonder,4,"",80,"","65,052","169,690"
Angelina Mango - La noia,2,"",165,"","89,233","169,643"
LeAnn Rimes - Can't Fight The Moonlight,4,"",123,"","56,185","169,589"
P!nk - Who Knew,4,"",109,"","60,445","169,474"
Potter Payper - Catch Up,3,"",132,"","67,127","169,246"
Little Mix - Motivate,3,"",142,"","66,681","169,224"
Noel Gallagher's High Flying Birds - The Girl with X-Ray Eyes,8,"",103,"","26,778","169,198"
Emmanuel Kelly - My Sky,1,"",31,"","169,146","169,146"
James Blake - Tell Them,3,"",138,"","68,118","168,990"
The Farm - All Together Now,3,"",87,"","72,277","168,521"
Cage The Elephant - Ain't No Rest for the Wicked,8,"",162,"","26,638","168,517"
Enrique Iglesias - Hero,4,"",117,"","52,450","168,070"
The Rembrandts - I'll Be There for You,4,"",95,"","48,357","168,027"
Architechs - Body Groove - Mix Mc Version,4,"",124,"","55,619","167,897"
Summer Walker - I'll Kill You,3,"",125,"","67,688","167,613"
Tame Impala - Patience,2,"",53,"","111,641","167,573"
Sunset Bros - I'm Feeling It (In The Air) - Sunset Bros X Mark McCabe,2,"",62,"","98,832","167,526"
Eagles - Please Come Home For Christmas - Bonus Track,2,"",149,"","84,708","167,479"
Fall Out Boy - Jet Pack Blues,10,"",116,"","19,944","167,273"
Polo G - Fame & Riches,2,"",69,"","105,162","167,251"
Taylor Swift - We Were Happy (Taylor’s Version) (From The Vault),2,"",72,"","106,819","167,201"
MØ - Drum,5,"",110,"","47,156","167,104"
Sunship - Friendly Pressure - Into The Sunshine Mix,2,"",144,"","86,161","167,081"
Whitney Houston - I Have Nothing,4,"",115,"","54,781","166,927"
Frank Sinatra - Winter Wonderland,1,1,7,"","166,850","166,850"
Yung Filly - 100 Bags Freestyle,3,"",143,"","56,219","166,673"
Blur - Go Out,9,"",101,"","25,045","166,657"
Etta James - At Last,3,"",76,"","78,040","166,577"
S Club - Don't Stop Movin',4,"",90,"","51,148","166,502"
6ix9ine - DUMMY,2,"",68,"","97,777","166,465"
Lana Del Rey - Beautiful People Beautiful Problems,3,"",82,"","84,950","166,411"
"Brent Faiyaz - GRAVITY (FEAT. TYLER, THE CREATOR)",2,"",54,"","105,369","166,264"
Circa Waves - T-Shirt Weather,5,"",94,"","81,821","166,171"
The Pogues - Dirty Old Town,2,"",101,"","89,484","166,013"
Kygo - Fiction,4,"",78,"","64,949","166,002"
Prince - Stare,4,"",63,"","72,526","165,988"
M-22 - White Lies,3,"",182,"","57,715","165,986"
Wretch 32 - His & Hers (Perspectives),4,"",168,"","48,303","165,978"
The 1975 - Playing On My Mind,2,"",73,"","113,393","165,963"
D-Block Europe - Squid Game,2,"",78,"","105,758","165,951"
Eric Prydz - Call On Me,4,"",103,"","54,687","165,906"
Miley Cyrus - Wrecking Ball,4,"",129,"","63,363","165,851"
Aretha Franklin - Chain of Fools,2,"",78,"","83,445","165,849"
Gunna - you & me,2,"",70,"","101,939","165,742"
Len - Steal My Sunshine,4,"",117,"","50,466","165,723"
CHIC - Le Freak,3,"",141,"","75,910","165,494"
Offeno - Soleil se leve,3,"",110,"","59,632","165,480"
slowthai - 45 SMOKE,2,"",44,"","112,002","165,441"
The Wombats - Moving to New York,3,"",82,"","85,486","165,257"
Fumez The Engineer - M24 x Fumez the Engineer - Plugged In,3,"",154,"","57,394","165,240"
D'Angelo - Sugah Daddy,10,"",122,"","19,378","165,141"
MoStack - Take Em Down,2,"",68,"","112,346","165,068"
Atomic Kitten - Whole Again,3,"",118,"","58,916","164,860"
Little Mix - Grown,7,"",83,"","36,499","164,465"
John Legend - Ordinary People,4,"",107,"","45,944","164,431"
Gorillaz - Cracker Island,2,"",103,"","83,429","164,354"
Future - GOLD STACKS,2,"",65,"","105,005","164,302"
Mac Miller - Hurt Feelings,3,"",95,"","74,460","164,296"
JACKBOYS - JACKBOYS,2,"",61,"","106,487","164,221"
GABRIELLE - Out Of Reach,5,"",126,"","39,280","164,199"
Drake - 5 Am in Toronto,2,"",71,"","106,214","164,048"
Justin Hurwitz - Planetarium,5,"",167,"","33,468","163,843"
Gunna - south to west,2,"",72,"","100,196","163,559"
Bruno Major - Nothing,3,"",159,"","55,508","163,498"
Ella Fitzgerald - Christmas Island,1,"",147,"","163,143","163,143"
Lana Del Rey - Let Me Love You Like A Woman,2,"",65,"","93,793","163,102"
Marksman - Verified Choppa 2,3,"",186,"","58,231","163,087"
Nathan Dawe - We Ain't Here For Long,2,"",199,"","85,606","162,846"
Alice Deejay - Better Off Alone,2,"",106,"","95,189","162,731"
D-Block Europe - Kettle Pouring,3,"",188,"","57,954","162,708"
Lil Baby - Freestyle,3,"",197,"","56,372","162,608"
Alesso - Falling,3,"",81,"","63,867","162,317"
Cassie - Me & U,4,"",116,"","46,872","162,260"
ZHU - Working For It - Bonus Track,6,"",163,"","29,228","162,253"
Black Eyed Peas - Pump It,4,"",115,"","43,676","162,241"
D-Block Europe - ESTA Denied,2,"",85,"","102,848","162,007"
blink-182 - MORE THAN YOU KNOW,2,"",139,"","83,254","161,990"
Burna Boy - Big 7,2,"",144,"","84,430","161,939"
5 Seconds of Summer - Talk Fast,3,"",117,"","69,154","161,937"
Bryson Tiller - I'm Ready For You,2,"",67,"","104,489","161,780"
Lana Del Rey - hope is a dangerous thing for a woman like me to have - but I have it,2,"",56,"","112,912","161,682"
Disclosure - Watch Your Step,2,"",61,"","109,560","161,566"
Huncho Jack - Modern Slavery,2,"",77,"","105,499","161,371"
A$AP Rocky - Fukk Sleep,2,"",70,"","101,652","161,350"
Paramore - C’est Comme Ça,2,"",110,"","87,920","161,160"
Taylor Swift - The Best Day (Taylor’s Version),2,"",74,"","104,871","161,142"
Nickelback - Rockstar,4,"",117,"","52,088","161,119"
jxdn - Angels & Demons,3,"",123,"","58,450","161,096"
Jack Harlow - Movie Star,2,"",64,"","100,862","161,050"
Meat Loaf - Dead Ringer for Love,2,"",59,"","96,803","160,461"
Plan B - Heartbeat,3,"",79,"","77,762","160,458"
Jimin - Set Me Free Pt.2,2,"",103,"","87,297","160,447"
Foo Fighters - La Dee Da,3,"",85,"","77,763","160,442"
Ed Sheeran - Borderline,2,"",95,"","92,003","160,441"
MKTO - American Dream,13,"",170,"","13,040","160,392"
"Roy Orbison - Oh, Pretty Woman",4,"",106,"","54,049","160,343"
"JoJo - Too Little, Too Late",4,"",110,"","46,093","160,336"
Take That - Giants,3,"",59,"","86,353","160,247"
Andrew Lambrou - Break a Broken Heart,2,"",77,"","86,886","160,224"
Marco Mengoni - Due Vite,2,"",71,"","89,087","160,174"
Future - MASSAGING ME,2,"",68,"","98,951","160,103"
Wankelmut - My Head Is A Jungle - MK Remix (Radio Edit),4,"",183,"","40,727","160,081"
Logic - Warm It Up,3,"",98,"","72,493","160,069"
Eminem - Higher,2,"",111,"","94,969","160,033"
Summer Walker - Dat Right There,2,"",87,"","94,663","160,007"
Bakermat - Teach Me,9,"",136,"","21,335","159,657"
Vesna - My Sister's Crown,2,"",85,"","84,310","159,497"
Giggs - Im Workin,3,"",154,"","55,743","159,270"
Bryson Tiller - Things Change,2,"",75,"","100,924","159,182"
Twenty One Pilots - Cut My Lip,3,"",128,"","68,980","159,157"
Fall Out Boy - Novocaine,10,"",125,"","19,224","159,136"
5 Seconds of Summer - Moving Along,3,"",124,"","66,700","159,122"
Olivia Newton-John - Hopelessly Devoted To You,2,"",56,"","102,979","159,108"
Twenty One Pilots - Pet Cheetah,3,"",132,"","67,984","159,037"
The 1975 - When We Are Together,2,"",80,"","98,422","158,608"
Fall Out Boy - Immortals,11,"",156,"","16,601","158,536"
London Grammar - Oh Woman Oh Man,4,"",165,"","45,673","158,490"
Aloe Blacc - I Need a Dollar,4,"",162,"","47,932","158,486"
D-Block Europe - Jeffery Carter,2,"",67,"","102,032","158,459"
Action Bronson - Standing in the Rain,6,"",175,"","28,966","158,387"
Ariana Grande - Bad Decisions,5,"",160,"","34,496","158,288"
The 1975 - If I Believe You,6,"",145,"","30,686","158,208"
Taylor Swift - Don’t You (Taylor’s Version) (From The Vault),2,"",77,"","99,612","157,867"
Miley Cyrus - Violet Chemistry,2,"",80,"","93,722","157,856"
Twenty One Pilots - Bandito,3,"",135,"","67,495","157,781"
My Chemical Romance - Welcome to the Black Parade,4,"",81,"","54,255","157,725"
Liberty X - Just A Little,4,"",141,"","56,423","157,716"
Jack Harlow - Like A Blade Of Grass,2,"",68,"","96,039","157,601"
USHER - U Remind Me,3,"",122,"","57,091","157,350"
JAY-Z - 99 Problems,4,"",102,"","44,760","157,233"
Two Door Cinema Club - Bad Decisions,5,"",116,"","37,906","157,132"
Fugees - Killing Me Softly With His Song,4,"",106,"","55,681","157,059"
Bruno Mars - Grenade,3,"",179,"","56,807","156,481"
Will Paquin - Chandelier,3,"",179,"","53,851","156,432"
Taylor Swift - I Knew You Were Trouble,10,"",166,"","43,106","156,290"
Tyga - Goddamn,3,"",183,"","55,586","156,074"
DJ Khaled - USE THIS GOSPEL,2,"",61,"","102,516","155,894"
Joji - Feeling Like The End,2,"",94,"","93,376","155,633"
James Newman - Embers,2,"",62,"","90,086","155,498"
Sia - Reaper,6,"",131,"","29,599","155,397"
Jack Harlow - Parent Trap,2,"",70,"","95,398","155,397"
USHER - DJ Got Us Fallin' In Love,2,"",160,"","85,166","155,389"
Ben Howard - Evergreen,10,"",101,"","22,629","155,204"
5 Seconds of Summer - Permanent Vacation,6,"",75,"","40,697","155,058"
Solange - Almeda,2,"",82,"","92,303","154,764"
M Huncho - One Summer,3,"",175,"","57,347","154,608"
Kodaline - All I Want,10,"",116,"","18,496","154,517"
Twenty One Pilots - Choker,2,"",77,"","89,459","154,276"
A$AP Rocky - Canal St.,7,"",106,"","27,693","154,252"
Ed Sheeran - Spark,2,"",114,"","88,450","154,117"
Viola Beach - Swings & Waterslides,6,"",121,"","30,445","153,731"
O.T. Genasis - CoCo,11,"",165,"","15,779","153,697"
Gunna - idk that bitch,2,"",82,"","93,354","153,671"
Nines - Stalker Interlude,2,"",80,"","96,023","153,255"
Florence + The Machine - Queen Of Peace,7,"",80,"","35,565","153,182"
Panic! At The Disco - Golden Days,6,"",135,"","32,677","152,729"
DJ Khaled - BIG TIME,2,"",64,"","99,339","152,673"
Pusha T - Dreamin Of The Past,2,"",61,"","94,683","152,651"
Foreigner - I Want to Know What Love Is,4,"",128,"","53,437","152,612"
Lil Baby - Commercial,2,"",77,"","94,554","152,610"
Royal Blood - Limbo,2,"",71,"","91,094","152,557"
Lil Uzi Vert - Lotus,2,"",66,"","96,827","152,512"
A$AP Rocky - Electric Body,7,"",111,"","25,872","152,435"
21 Savage - My Dawg,2,"",81,"","97,278","152,402"
Maor Miller - Will You,2,"",82,"","82,998","152,269"
Fall Out Boy - Champion,3,"",122,"","58,538","152,257"
Future - CHICKENS,2,"",76,"","94,699","152,225"
Khalid - Intro,2,"",79,"","98,740","152,194"
Red Hot Chili Peppers - The Getaway,5,"",138,"","38,781","152,144"
Katy Perry - Hot N Cold,3,"",150,"","57,028","152,142"
"Destiny's Child - Independent Women, Pt. 1",4,"",101,"","41,971","152,027"
Stevie Wonder - For Once In My Life,4,"",116,"","49,128","151,978"
Krept & Konan - Khalas,3,"",106,"","68,661","151,841"
The Funk Brothers - Winter Wonderland,2,"",15,"","105,349","151,783"
Fall Out Boy - Love From The Other Side,2,"",99,"","79,397","151,717"
Andrew Underberg - Out For Love,2,"",162,"","77,996","151,713"
Maisie Peters - Blonde,2,"",71,"","94,741","151,710"
Elton John - Are You Ready For Love? - Remastered,2,"",126,"","89,401","151,626"
Marlena Shaw - California Soul,5,"",104,"","36,924","151,620"
Vaults - One Day I’ll Fly Away,3,"",143,"","58,113","151,606"
Linkin Park - Points Of Authority,2,"",63,"","106,152","151,510"
Justin Timberlake - Supplies,2,"",67,"","94,341","151,490"
Tate McRae - what would you do?,2,"",94,"","86,954","151,428"
"Bombay Bicycle Club - Eat, Sleep, Wake (Nothing But You)",2,"",124,"","77,295","151,418"
Tory Lanez - The Trade,2,"",66,"","100,106","151,322"
Fredo - Money Maker,2,"",62,"","100,339","151,271"
21 Savage - Snitches & Rats,2,"",79,"","98,021","151,246"
Justin Bieber - MLK Interlude,2,"",78,"","91,788","151,205"
Sum 41 - Fat Lip,4,"",119,"","46,575","151,129"
Chris Brown - Till The Wheels Fall Off,2,"",86,"","89,819","151,081"
Taylor Swift - We Are Never Ever Getting Back Together,5,"",173,"","51,363","150,950"
Bryson Tiller - Sorrows,2,"",85,"","92,703","150,760"
DeeJayBigBener - Who Are You?,1,"",26,"","150,751","150,751"
Lorde - The Path,2,"",59,"","100,121","150,587"
Tori Kelly - Should’ve Been Us,8,"",127,"","25,576","150,559"
XXXTENTACION - Orlando,2,"",84,"","93,668","150,503"
Mac Miller - Come Back to Earth,3,"",105,"","67,870","150,308"
La Roux - In For The Kill,2,"",83,"","99,164","150,107"
D-Block Europe - Pain Game,2,"",78,"","96,634","150,088"
Taylor Swift - I Did Something Bad,3,"",151,"","53,215","150,079"
Kodak Black - Super Gremlin,3,"",191,"","51,983","149,938"
The Andrews Sisters - Boogie Woogie Bugle Boy,1,"",29,"","149,886","149,886"
6ix9ine - WONDO,2,"",74,"","89,708","149,863"
Bring Me The Horizon - a bulleT w/ my namE On,1,"",59,"","149,856","149,856"
Tory Lanez - 10 F*CKS,2,"",74,"","91,629","149,790"
U2 - Beautiful Day,4,"",91,"","45,077","149,748"
Sara Bareilles - Love Song,3,"",133,"","58,280","149,675"
David Bowie - I Can't Give Everything Away,3,"",65,"","73,793","149,508"
Lil Uzi Vert - Aye,1,"",31,"","149,354","149,354"
DaBaby - PICK UP,2,"",63,"","97,014","149,301"
Michael Jackson - Man in the Mirror - 2012 Remaster,4,"",146,"","45,820","149,238"
Billie Eilish - WHEN I WAS OLDER - Music Inspired By The Film ROMA,2,"",85,"","92,959","149,215"
Wolf Alice - How Can I Make It OK?,2,"",66,"","98,749","149,127"
The Kunts - Prince Andrew Is A Sweaty Nonce,2,"",101,"","82,491","148,999"
Ella Eyre - If I Go,9,"",118,"","20,821","148,963"
Headie One - You/Me,2,"",94,"","86,581","148,850"
Hozier - Nina Cried Power,2,"",61,"","103,311","148,797"
Catfish and the Bottlemen - Glasgow,5,"",159,"","36,973","148,792"
Chlöe - Have Mercy,3,"",194,"","50,439","148,772"
Tom Jones - Baby It's Cold Outside,3,"",173,"","59,880","148,406"
Melanie Martinez - EVIL,2,"",105,"","84,859","148,403"
Bon Jovi - It's My Life,3,"",92,"","51,691","148,376"
Summer Walker - Screwin,2,"",98,"","89,159","148,375"
21 Savage - can't leave without it,2,"",157,"","82,175","148,371"
Huncho Jack - Black & Chinese,2,"",89,"","94,867","148,321"
beabadoobee - the way things go,2,"",132,"","76,610","148,297"
NSG - Unruly,2,"",159,"","82,337","148,249"
